証券コード	EDINETコード	会社名	業種	取引所	書類種類	決算日	提出日	訂正報告書	監査法人	会計方式
3111.0	E00531	オーミケンシ㈱	繊維製品	東証二部	有価証券報告書	20190331	20190627	--	永和監査法人	日本基準
2286.0	E00443	林兼産業㈱	食料品	東証一部	有価証券報告書	20190331	20190626	--	監査法人大手門会計事務所	日本基準
3284.0	E27281	㈱フージャースホールディングス	不動産業	東証一部	有価証券報告書	20190331	20190627	--	海南監査法人	日本基準
	E05619	㈱住宅あんしん保証	非公開	非上場	有価証券報告書	20190331	20190618	--	海南監査法人	日本基準
3796.0	E05551	㈱いい生活	情報・通信業	東証二部	有価証券報告書	20190331	20190624	--	きさらぎ監査法人	日本基準
4800.0	E05143	オリコン㈱	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190625	--	海南監査法人	日本基準
4777.0	E05114	㈱ガーラ	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190628	--	海南監査法人	日本基準
9769.0	E04796	㈱学究社	サービス業	東証一部	有価証券報告書	20190331	20190627	--	海南監査法人	日本基準
	E04126	岳南鉄道㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	きさらぎ監査法人	日本基準
9010.0	E04093	富士急行㈱	陸運業	東証一部	有価証券報告書	20190331	20190621	--	きさらぎ監査法人	日本基準
8737.0	E03733	㈱あかつき本社	証券、商品先物取引業	東証二部	有価証券報告書	20190331	20190627	--	海南監査法人	日本基準
6867.0	E02005	リーダー電子㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	海南監査法人	日本基準
6838.0	E01864	㈱多摩川ホールディングス	電気機器	ＪＱＳ	有価証券報告書	20190331	20190627	--	海南監査法人	日本基準
3442.0	E01466	㈱ＭＩＥコーポレーション	金属製品	名証二部	有価証券報告書	20190331	20190624	--	かがやき監査法人	日本基準
5902.0	E01354	ホッカンホールディングス㈱	金属製品	東証一部、札証上場	有価証券報告書	20190331	20190628	--	きさらぎ監査法人	日本基準
6699.0	E34065	ダイヤモンドエレクトリックホールディングス㈱	電気機器	東証二部	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
3905.0	E31131	データセクション㈱	情報・通信業	東証マザーズ	有価証券報告書	20190331	20190627	訂正(2019/07/11)	ＰｗＣ京都監査法人	日本基準
3293.0	E30066	アズマハウス㈱	不動産業	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＰｗＣ京都監査法人	日本基準
2179.0	E21514	㈱成学社	サービス業	ＪＱＳ	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
2146.0	E05698	ＵＴグループ㈱	サービス業	ＪＱＳ	有価証券報告書	20190331	20190624	--	仰星監査法人	日本基準
2479.0	E05569	㈱ジェイテック	サービス業	ＪＱＧ	有価証券報告書	20190331	20190627	--	ＰｗＣ京都監査法人	日本基準
3395.0	E05556	㈱サンマルクホールディングス	小売業	東証一部	有価証券報告書	20190331	20190627	--	ＰｗＣ京都監査法人	日本基準
2425.0	E05440	㈱ケアサービス	サービス業	ＪＱＧ	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
4771.0	E05107	㈱エフアンドエム	サービス業	ＪＱＳ	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
4671.0	E04982	㈱ファルコホールディングス	サービス業	東証一部	有価証券報告書	20190331	20190621	--	ＰｗＣ京都監査法人	日本基準
4667.0	E04980	アイサンテクノロジー㈱	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
9739.0	E04952	日本システムウエア㈱	情報・通信業	東証一部	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
9788.0	E04934	㈱ナック	サービス業	東証一部	有価証券報告書	20190331	20190628	--	仰星監査法人	日本基準
9792.0	E04930	㈱ニチイ学館	サービス業	東証一部	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
9534.0	E04511	北海道瓦斯㈱	電気・ガス業	東証一部、札証上場	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
9436.0	E04460	沖縄セルラー電話㈱	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190613	--	ＰｗＣ京都監査法人	日本基準
8818.0	E03867	京阪神ビルディング㈱	不動産業	東証一部	有価証券報告書	20190331	20190621	--	仰星監査法人	日本基準
8707.0	E03788	岩井コスモホールディングス㈱	証券、商品先物取引業	東証一部	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
8462.0	E03727	フューチャーベンチャーキャピタル㈱	証券、商品先物取引業	ＪＱＳ	有価証券報告書	20190331	20190627	--	ＰｗＣ京都監査法人	日本基準
2666.0	E03355	㈱オートウェーブ	小売業	ＪＱＳ	有価証券報告書	20190331	20190621	--	仰星監査法人	日本基準
7416.0	E03233	㈱はるやまホールディングス	小売業	東証一部	有価証券報告書	20190331	20190628	--	ＰｗＣ京都監査法人	日本基準
9826.0	E03174	㈱ＪＥＵＧＩＡ	小売業	東証二部	有価証券報告書	20190331	20190628	--	ＰｗＣ京都監査法人	日本基準
8174.0	E03051	日本瓦斯㈱	小売業	東証一部	有価証券報告書	20190331	20190626	--	協立監査法人	日本基準
3392.0	E02994	デリカフーズホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190621	--	仰星監査法人	日本基準
8118.0	E02645	㈱キング	繊維製品	東証一部	有価証券報告書	20190331	20190627	--	ＰｗＣ京都監査法人	日本基準
8018.0	E02534	三共生興㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	訂正(2019/06/28)	仰星監査法人	日本基準
8041.0	E02530	ＯＵＧホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190628	--	仰星監査法人	日本基準
7955.0	E02406	クリナップ㈱	その他製品	東証一部	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
7981.0	E02373	タカラスタンダード㈱	その他製品	東証一部	有価証券報告書	20190331	20190627	--	近畿第一監査法人	日本基準
7974.0	E02367	任天堂㈱	その他製品	東証一部	有価証券報告書	20190331	20190628	--	ＰｗＣ京都監査法人	日本基準
	E02169	トーハツ㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
6658.0	E02109	シライ電子工業㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
6927.0	E02076	ヘリオス　テクノ　ホールディング㈱	電気機器	東証一部	有価証券報告書	20190331	20190624	--	仰星監査法人	日本基準
6837.0	E02048	㈱京写	電気機器	ＪＱＳ	有価証券報告書	20190331	20190624	--	ＰｗＣ京都監査法人	日本基準
6824.0	E02027	新コスモス電機㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190627	--	神明監査法人、協立監査法人	日本基準
6518.0	E02012	三相電機㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190624	--	仰星監査法人	日本基準
6594.0	E01975	日本電産㈱	電気機器	東証一部	有価証券報告書	20190331	20190619	--	ＰｗＣ京都監査法人	IFRS基準
6513.0	E01751	㈱オリジン	電気機器	東証一部	有価証券報告書	20190331	20190627	--	協立監査法人	日本基準
6315.0	E01708	ＴＯＷＡ㈱	機械	東証一部	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
6303.0	E01703	㈱ササクラ	機械	東証二部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
6473.0	E01602	㈱ジェイテクト	機械	東証一部、名証一部	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
6369.0	E01572	トーヨーカネツ㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
6218.0	E01521	エンシュウ㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
6135.0	E01496	㈱牧野フライス製作所	機械	東証一部	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
3433.0	E01443	トーカロ㈱	金属製品	東証一部	有価証券報告書	20190331	20190627	--	ＰｗＣ京都監査法人	日本基準
5966.0	E01420	京都機械工具㈱	金属製品	東証二部	有価証券報告書	20190331	20190627	--	ＰｗＣ京都監査法人	日本基準
5986.0	E01411	モリテック　スチール㈱	金属製品	東証一部	有価証券報告書	20190331	20190627	--	協立監査法人	日本基準
5929.0	E01385	三和ホールディングス㈱	金属製品	東証一部	有価証券報告書	20190331	20190627	--	協立監査法人	日本基準
5911.0	E01355	㈱横河ブリッジホールディングス	金属製品	東証一部	有価証券報告書	20190331	20190626	--	協和監査法人	日本基準
5820.0	E01351	㈱三ッ星	非鉄金属	ＪＱＳ	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
5387.0	E01197	チヨダウーテ㈱	ガラス・土石製品	ＪＱＳ	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
	E01191	琉球セメント㈱	非公開	非上場	有価証券報告書	20190331	20190624	--	くもじ監査法人	日本基準
5199.0	E01109	不二ラテックス㈱	ゴム製品	ＪＱＳ	有価証券報告書	20190331	20190626	--	仰星監査法人	日本基準
7953.0	E00912	菊水化学工業㈱	その他製品	東証二部、名証二部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
4623.0	E00909	㈱アサヒペン	化学	東証二部	有価証券報告書	20190331	20190627	--	近畿第一監査法人	日本基準
4094.0	E00786	日本化学産業㈱	化学	東証二部	有価証券報告書	20190331	20190628	--	仰星監査法人	日本基準
7914.0	E00695	共同印刷㈱	その他製品	東証一部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
3877.0	E00649	中越パルプ工業㈱	パルプ・紙	東証一部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
7905.0	E00619	大建工業㈱	その他製品	東証一部	有価証券報告書	20190331	20190624	--	仰星監査法人	日本基準
3002.0	E00520	グンゼ㈱	繊維製品	東証一部	有価証券報告書	20190331	20190626	--	協立監査法人	日本基準
2902.0	E00472	太陽化学㈱	食料品	名証二部	有価証券報告書	20190331	20190620	--	仰星監査法人	日本基準
8006.0	E00456	ユアサ・フナショク㈱	卸売業	東証二部	有価証券報告書	20190331	20190628	--	仰星監査法人	日本基準
1721.0	E00322	コムシスホールディングス㈱	建設業	東証一部	有価証券報告書	20190331	20190625	--	仰星監査法人	日本基準
1964.0	E00119	中外炉工業㈱	建設業	東証一部	有価証券報告書	20190331	20190626	--	ＰｗＣ京都監査法人	日本基準
1841.0	E00101	サンユー建設㈱	建設業	ＪＱＳ	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
1820.0	E00060	西松建設㈱	建設業	東証一部	有価証券報告書	20190331	20190628	--	仰星監査法人	日本基準
1861.0	E00056	㈱熊谷組	建設業	東証一部	有価証券報告書	20190331	20190627	--	仰星監査法人	日本基準
3936.0	E32225	㈱グローバルウェイ	情報・通信業	東証マザーズ	有価証券報告書	20190331	20190619	--	監査法人元和	日本基準
2467.0	E05544	㈱バルクホールディングス	サービス業	名証セントレックス	有価証券報告書	20190331	20190701	--	ＫＤＡ監査法人	日本基準
4814.0	E05151	ネクストウェア㈱	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190628	--	監査法人グラヴィタス	日本基準
4649.0	E04962	大成㈱	サービス業	名証二部	有価証券報告書	20190331	20190626	--	監査法人コスモス	日本基準
9424.0	E04473	日本通信㈱	情報・通信業	東証一部	有価証券報告書	20190331	20190627	--	監査法人元和	日本基準
8783.0	E03740	ＧＦＡ㈱	その他金融業	ＪＱＳ	有価証券報告書	20190331	20190627	--	監査法人元和	日本基準
7571.0	E03299	㈱ヤマノホールディングス	小売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	監査法人元和	日本基準
7612.0	E02899	㈱Ｎｕｔｓ	卸売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	監査法人元和	日本基準
7519.0	E02854	五洋インテックス㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190701	訂正(2019/07/16)	監査法人コスモス	日本基準
6840.0	E02045	㈱ＡＫＩＢＡホールディングス	電気機器	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＫＤＡ監査法人	日本基準
6819.0	E01987	伊豆シャボテンリゾート㈱	サービス業	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＫＤＡ監査法人	日本基準
6494.0	E01648	㈱ＮＦＫホールディングス	機械	ＪＱＳ	有価証券報告書	20190331	20190624	--	監査法人元和	日本基準
6334.0	E01538	明治機械㈱	機械	東証二部	有価証券報告書	20190331	20190626	--	監査法人元和	日本基準
5856.0	E01329	㈱エルアイイーエイチ	小売業	東証二部	有価証券報告書	20190331	20190626	--	ＫＤＡ監査法人	日本基準
7249.0	E01290	尾張精機㈱	輸送用機器	名証二部	有価証券報告書	20190331	20190626	--	監査法人コスモス	日本基準
5212.0	E01186	不二硝子㈱	ガラス・土石製品	ＪＱＳ	有価証券報告書	20190331	20190627	--	監査法人元和	日本基準
4962.0	E00889	互応化学工業㈱	化学	東証二部	有価証券報告書	20190331	20190627	--	監査法人グラヴィタス	日本基準
3583.0	E00584	オーベクス㈱	繊維製品	東証二部	有価証券報告書	20190331	20190625	--	監査法人グラヴィタス	日本基準
6620.0	E25665	宮越ホールディングス㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	興亜監査法人	日本基準
9311.0	E04323	アサガミ㈱	倉庫・運輸関連業	東証二部	有価証券報告書	20190331	20190626	--	興誠監査法人	日本基準
9017.0	E04155	新潟交通㈱	陸運業	東証二部	有価証券報告書	20190331	20190627	--	高志監査法人	日本基準
7555.0	E02871	㈱大田花き	卸売業	ＪＱＳ	有価証券報告書	20190331	20190624	--	興亜監査法人	日本基準
6300.0	E01701	アピックヤマダ㈱	機械	東証二部	有価証券報告書	20190331	20190627	--	興亜監査法人	日本基準
5446.0	E01260	北越メタル㈱	鉄鋼	東証二部	有価証券報告書	20190331	20190620	--	高志監査法人	日本基準
4027.0	E00764	テイカ㈱	化学	東証一部	有価証券報告書	20190331	20190627	--	恒栄監査法人	日本基準
7868.0	E00724	㈱廣済堂	その他製品	東証一部	有価証券報告書	20190331	20190628	--	興亜監査法人	日本基準
7923.0	E00713	トーイン㈱	その他製品	ＪＱＳ	有価証券報告書	20190331	20190627	--	興亜監査法人	日本基準
7919.0	E00652	野崎印刷紙業㈱	その他製品	東証二部	有価証券報告書	20190331	20190628	--	恒栄監査法人	日本基準
3561.0	E33011	㈱力の源ホールディングス	小売業	東証一部	有価証券報告書	20190331	20190625	--	三優監査法人	日本基準
2588.0	E27294	㈱プレミアムウォーターホールディングス	食料品	東証二部	有価証券報告書	20190331	20190627	--	三優監査法人	日本基準
2158.0	E05700	㈱ＦＲＯＮＴＥＯ	サービス業	東証マザーズ	有価証券報告書	20190331	20190701	--	三優監査法人	日本基準
3237.0	E05651	㈱イントランス	不動産業	東証マザーズ	有価証券報告書	20190331	20190621	--	三優監査法人	日本基準
2349.0	E05322	㈱エヌアイデイ	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190627	--	新宿監査法人	日本基準
2326.0	E05303	デジタルアーツ㈱	情報・通信業	東証一部	有価証券報告書	20190331	20190626	--	三優監査法人	日本基準
2321.0	E05297	㈱ソフトフロントホールディングス	情報・通信業	ＪＱＧ	有価証券報告書	20190331	20190628	--	三優監査法人	日本基準
8890.0	E05179	㈱レーサム	不動産業	ＪＱＳ	有価証券報告書	20190331	20190624	--	三優監査法人	日本基準
4833.0	E05175	㈱ぱど	サービス業	ＪＱＧ	有価証券報告書	20190331	20190620	--	三優監査法人	日本基準
4709.0	E05017	㈱ＩＤホールディングス	情報・通信業	東証一部	有価証券報告書	20190331	20190624	--	三優監査法人	日本基準
4659.0	E04975	㈱エイジス	サービス業	ＪＱＳ	有価証券報告書	20190331	20190625	--	三優監査法人	日本基準
4653.0	E04967	㈱ダイオーズ	サービス業	東証一部	有価証券報告書	20190331	20190621	--	三優監査法人	日本基準
9928.0	E04877	㈱ミロク情報サービス	情報・通信業	東証一部	有価証券報告書	20190331	20190628	--	三優監査法人	日本基準
9691.0	E04855	㈱両毛システムズ	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190620	--	新宿監査法人	日本基準
9408.0	E04399	㈱新潟放送	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190627	--	新宿監査法人	日本基準
8934.0	E04031	サンフロンティア不動産㈱	不動産業	東証一部	有価証券報告書	20190331	20190624	--	三優監査法人	日本基準
	E03802	みらい證券㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	史彩監査法人	日本基準
8742.0	E03723	㈱小林洋行	証券、商品先物取引業	東証一部	有価証券報告書	20190331	20190628	--	至誠清新監査法人	日本基準
3069.0	E03508	㈱ＪＦＬＡホールディングス	小売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	至誠清新監査法人	日本基準
3066.0	E03500	㈱ＪＢイレブン	小売業	名証二部	有価証券報告書	20190331	20190626	--	桜橋監査法人	日本基準
3058.0	E03487	㈱三洋堂ホールディングス	小売業	ＪＱＳ	有価証券報告書	20190331	20190626	--	三優監査法人	日本基準
2767.0	E03407	フィールズ㈱	卸売業	東証一部	有価証券報告書	20190331	20190619	--	三優監査法人	日本基準
2763.0	E03405	㈱エフティグループ	卸売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	三優監査法人	日本基準
2705.0	E03380	㈱大戸屋ホールディングス	小売業	ＪＱＳ	有価証券報告書	20190331	20190627	--	三優監査法人	日本基準
9850.0	E03145	㈱グルメ杵屋	小売業	東証一部	有価証券報告書	20190331	20190620	--	桜橋監査法人	日本基準
7837.0	E02980	㈱アールシーコア	その他製品	ＪＱＳ	有価証券報告書	20190331	20190614	--	三優監査法人	日本基準
7591.0	E02890	㈱エクセル	卸売業	東証一部	有価証券報告書	20190331	20190627	--	三優監査法人	日本基準
9816.0	E02738	㈱ストライダーズ	不動産業	ＪＱＳ	有価証券報告書	20190331	20190621	--	至誠清新監査法人	日本基準
9888.0	E02728	㈱ＵＥＸ	卸売業	ＪＱＳ	有価証券報告書	20190331	20190620	--	至誠清新監査法人	日本基準
7727.0	E02270	㈱オーバル	精密機器	東証一部	有価証券報告書	20190331	20190626	--	至誠清新監査法人	日本基準
7268.0	E02230	㈱タツミ	輸送用機器	ＪＱＳ	有価証券報告書	20190331	20190621	--	新宿監査法人	日本基準
7280.0	E02205	㈱ミツバ	電気機器	東証一部	有価証券報告書	20190331	20190621	--	新宿監査法人	日本基準
7836.0	E02096	アビックス㈱	その他製品	ＪＱＳ	有価証券報告書	20190331	20190628	--	至誠清新監査法人	日本基準
6862.0	E01977	ミナトホールディングス㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	三優監査法人	日本基準
6958.0	E01959	日本シイエムケイ㈱	電気機器	東証一部	有価証券報告書	20190331	20190626	--	新宿監査法人	日本基準
6815.0	E01830	ユニデンホールディングス㈱	電気機器	東証一部	有価証券報告書	20190331	20190628	訂正(2019/07/01)	三優監査法人	日本基準
6488.0	E01683	㈱ヨシタケ	機械	ＪＱＳ	有価証券報告書	20190331	20190620	--	三優監査法人	日本基準
6342.0	E01547	㈱太平製作所	機械	東証二部、名証二部	有価証券報告書	20190331	20190627	--	栄監査法人	日本基準
6203.0	E01515	豊和工業㈱	機械	東証一部、名証一部	有価証券報告書	20190331	20190627	--	栄監査法人	日本基準
5936.0	E01415	東洋シヤッター㈱	金属製品	東証一部	有価証券報告書	20190331	20190620	--	栄監査法人	日本基準
5491.0	E01276	日本金属㈱	鉄鋼	東証一部	有価証券報告書	20190331	20190627	--	三優監査法人	日本基準
5262.0	E01157	日本ヒューム㈱	ガラス・土石製品	東証一部	有価証券報告書	20190331	20190627	--	至誠清新監査法人	日本基準
	E01099	㈱東洋クオリティワン	非公開	非上場	有価証券報告書	20190331	20190627	--	日栄監査法人	日本基準
7838.0	E00746	共立印刷㈱	その他製品	東証一部	有価証券報告書	20190331	20190627	--	三優監査法人	日本基準
7922.0	E00712	三光産業㈱	その他製品	ＪＱＳ	有価証券報告書	20190331	20190628	--	至誠清新監査法人	日本基準
3600.0	E00610	㈱フジックス	繊維製品	東証二部	有価証券報告書	20190331	20190627	--	三優監査法人	日本基準
3010.0	E00521	価値開発㈱	サービス業	東証二部	有価証券報告書	20190331	20190627	--	誠栄監査法人	日本基準
2819.0	E00514	エバラ食品工業㈱	食料品	東証一部	有価証券報告書	20190331	20190624	--	三優監査法人	日本基準
2922.0	E00506	㈱なとり	食料品	東証一部	有価証券報告書	20190331	20190628	--	三優監査法人	日本基準
2804.0	E00466	ブルドックソース㈱	食料品	東証二部	有価証券報告書	20190331	20190626	訂正(2019/06/27)	三優監査法人	日本基準
2805.0	E00452	ヱスビー食品㈱	食料品	東証二部	有価証券報告書	20190331	20190627	--	日栄監査法人	日本基準
1780.0	E00268	㈱ヤマウラ	建設業	東証一部、名証一部	有価証券報告書	20190331	20190628	--	誠栄監査法人	日本基準
1892.0	E00079	徳倉建設㈱	建設業	名証二部	有価証券報告書	20190331	20190627	--	栄監査法人	日本基準
4347.0	E05269	ブロードメディア㈱	サービス業	ＪＱＳ	有価証券報告書	20190331	20190628	--	仁智監査法人	日本基準
9365.0	E04346	トレーディア㈱	倉庫・運輸関連業	東証二部	有価証券報告書	20190331	20190628	--	神明監査法人	日本基準
9364.0	E04345	㈱上組	倉庫・運輸関連業	東証一部	有価証券報告書	20190331	20190628	--	神陽監査法人	日本基準
9322.0	E04317	川西倉庫㈱	倉庫・運輸関連業	東証一部	有価証券報告書	20190331	20190626	--	神陽監査法人	日本基準
9115.0	E04242	明治海運㈱	海運業	東証一部	有価証券報告書	20190331	20190627	--	神明監査法人	日本基準
	E04137	島原鉄道㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	如水監査法人	日本基準
7618.0	E03323	㈱ピーシーデポコーポレーション	小売業	東証一部	有価証券報告書	20190331	20190627	--	新創監査法人	日本基準
8025.0	E02588	㈱ツカモトコーポレーション	卸売業	東証一部	有価証券報告書	20190331	20190628	--	新創監査法人	日本基準
6335.0	E01539	㈱東京機械製作所	機械	東証一部	有価証券報告書	20190331	20190628	--	仁智監査法人	日本基準
2901.0	E00471	石垣食品㈱	食料品	ＪＱＳ	有価証券報告書	20190331	20190627	--	仁智監査法人	日本基準
1443.0	E33535	技研ホールディングス㈱	建設業	東証二部	有価証券報告書	20190331	20190626	--	清流監査法人	日本基準
	E07846	森ビル㈱	非公開	非上場	有価証券報告書	20190331	20190626	--	清陽監査法人	日本基準
3322.0	E05399	アルファグループ㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190624	--	清陽監査法人	日本基準
9776.0	E04950	札幌臨床検査センター㈱	サービス業	札証上場、ＪＱＳ	有価証券報告書	20190331	20190625	--	清明監査法人	日本基準
	E04564	㈱ニュー・オータニ（旧会社名ニューオータニ）	非公開	非上場	有価証券報告書	20190331	20190628	--	青南監査法人	日本基準
9067.0	E04182	㈱丸運	陸運業	東証一部	有価証券報告書	20190331	20190626	--	清陽監査法人	日本基準
2673.0	E03360	夢みつけ隊㈱	小売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	清流監査法人	日本基準
7872.0	E03281	エステールホールディングス㈱	その他製品	東証一部	有価証券報告書	20190331	20190628	--	爽監査法人	日本基準
8225.0	E02787	㈱タカチホ	卸売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	清陽監査法人	日本基準
9820.0	E02740	エムティジェネックス㈱	不動産業	ＪＱＳ	有価証券報告書	20190331	20190626	--	清陽監査法人	日本基準
8141.0	E02664	新光商事㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	清陽監査法人	日本基準
8107.0	E02628	㈱キムラタン	繊維製品	東証一部	有価証券報告書	20190331	20190627	--	清稜監査法人	日本基準
7985.0	E02385	ネポン㈱	金属製品	東証二部	有価証券報告書	20190331	20190627	--	清明監査法人	日本基準
6392.0	E02180	㈱ヤマダコーポレーション	機械	東証二部	有価証券報告書	20190331	20190627	--	青南監査法人	日本基準
7269.0	E02167	スズキ㈱	輸送用機器	東証一部	有価証券報告書	20190331	20190628	--	清明監査法人	日本基準
6748.0	E01984	星和電機㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	清友監査法人	日本基準
6273.0	E01673	ＳＭＣ㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	清陽監査法人	日本基準
6343.0	E01620	フリージア・マクロス㈱	機械	東証二部	有価証券報告書	20190331	20190628	--	清流監査法人	日本基準
	E01606	旭精工㈱	非公開	非上場	有価証券報告書	20190331	20190626	--	清稜監査法人	日本基準
6381.0	E01554	アネスト岩田㈱	機械	東証一部	有価証券報告書	20190331	20190625	--	青南監査法人	日本基準
6138.0	E01488	ダイジェット工業㈱	機械	東証一部	有価証券報告書	20190331	20190625	--	清友監査法人	日本基準
5901.0	E01353	東洋製罐グループホールディングス㈱	金属製品	東証一部	有価証券報告書	20190331	20190625	--	監査法人双研社	日本基準
4218.0	E01000	ニチバン㈱	化学	東証一部	有価証券報告書	20190331	20190626	--	清明監査法人	日本基準
4514.0	E00929	あすか製薬㈱	医薬品	東証一部	有価証券報告書	20190331	20190627	--	清陽監査法人	日本基準
4624.0	E00910	イサム塗料㈱	化学	東証二部	有価証券報告書	20190331	20190627	--	清稜監査法人	日本基準
4365.0	E00888	松本油脂製薬㈱	化学	ＪＱＳ	有価証券報告書	20190331	20190627	--	清稜監査法人	日本基準
3011.0	E00585	㈱バナーズ	小売業	東証二部	有価証券報告書	20190331	20190627	--	清陽監査法人	日本基準
2831.0	E00508	はごろもフーズ㈱	食料品	東証二部	有価証券報告書	20190331	20190627	--	監査法人双研社	日本基準
1975.0	E00153	㈱朝日工業社	建設業	東証一部	有価証券報告書	20190331	20190627	--	清陽監査法人	日本基準
1860.0	E00147	戸田建設㈱	建設業	東証一部	有価証券報告書	20190331	20190628	--	青南監査法人	日本基準
1951.0	E00094	㈱協和エクシオ	建設業	東証一部	有価証券報告書	20190331	20190621	--	清陽監査法人	日本基準
	E34938	日本グランデ㈱	非公開	非上場	有価証券報告書	20190331	20190628	--	太陽有限責任監査法人	日本基準
7058.0	E34722	共栄セキュリティーサービス㈱	サービス業	ＪＱＳ	有価証券報告書	20190331	20190628	--	太陽有限責任監査法人	日本基準
7057.0	E34716	㈱エヌ・シー・エヌ	サービス業	ＪＱＳ	有価証券報告書	20190331	20190628	訂正(2019/07/05)	太陽有限責任監査法人	日本基準
	E34704	㈱あさくま	非公開	非上場	有価証券報告書	20190331	20190628	訂正(2019/07/11)	有限責任大有監査法人	日本基準
4390.0	E33623	㈱アイ・ピー・エス	情報・通信業	東証マザーズ	有価証券報告書	20190331	20190627	--	太陽有限責任監査法人	日本基準
	E32425	ライフアンドデザイン・グループ㈱	非公開	非上場	有価証券報告書	20190331	20190626	--	太陽有限責任監査法人	日本基準
6193.0	E32203	バーチャレクス・ホールディングス㈱	サービス業	東証マザーズ	有価証券報告書	20190331	20190627	--	太陽有限責任監査法人	日本基準
3933.0	E32161	チエル㈱	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190628	訂正(2019/07/12)	太陽有限責任監査法人	日本基準
3934.0	E32159	㈱ベネフィットジャパン	情報・通信業	東証一部	有価証券報告書	20190331	20190626	--	太陽有限責任監査法人	日本基準
3537.0	E32146	昭栄薬品㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	太陽有限責任監査法人	日本基準
6181.0	E31855	㈱パートナーエージェント	サービス業	東証マザーズ	有価証券報告書	20190331	20190628	訂正(2019/07/05)	太陽有限責任監査法人	日本基準
3417.0	E31624	大木ヘルスケアホールディングス㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190620	--	太陽有限責任監査法人	日本基準
6045.0	E31446	㈱レントラックス	サービス業	東証マザーズ	有価証券報告書	20190331	20190628	--	太陽有限責任監査法人	日本基準
